# first column is time in seconds, rest of columns is the data in Jy/beam at the frequency given in the first row (frequency in GHz)
0.000000000000000000e+00	1.837263000000000090e+02	1.851649999999999920e+02	1.866399999999999864e+02	1.881599999999999966e+02	1.897199999999999989e+02	1.913300000000000125e+02	1.929699999999999989e+02	1.946599999999999966e+02	1.962500000000000000e+02	1.980300000000000011e+02	1.998600000000000136e+02	2.017299999999999898e+02	2.036599999999999966e+02	2.056399999999999864e+02	2.076699999999999875e+02	2.097700000000000102e+02	2.117400000000000091e+02	2.139399999999999977e+02	2.162100000000000080e+02	2.185500000000000114e+02	2.209499999999999886e+02	2.234199999999999875e+02	2.259600000000000080e+02	2.285800000000000125e+02	2.306800000000000068e+02	2.325000000000000000e+02	2.343499999999999943e+02	2.362500000000000000e+02	2.381800000000000068e+02	2.401500000000000057e+02	2.421599999999999966e+02	2.442100000000000080e+02	2.463100000000000023e+02	2.484499999999999886e+02	2.506299999999999955e+02	2.528499999999999943e+02	2.549600000000000080e+02	2.572799999999999727e+02	2.596499999999999773e+02	2.620699999999999932e+02	2.645400000000000205e+02	2.670699999999999932e+02	2.696499999999999773e+02	2.722900000000000205e+02	2.749800000000000182e+02	2.777400000000000091e+02	2.805699999999999932e+02	2.834499999999999886e+02	2.861800000000000068e+02	2.891899999999999977e+02	2.922799999999999727e+02	2.954399999999999977e+02	2.986700000000000159e+02	3.019900000000000091e+02	3.053799999999999955e+02	3.088600000000000136e+02	3.124200000000000159e+02	3.160699999999999932e+02	3.198199999999999932e+02	3.236499999999999773e+02
0.000000000000000000e+00	1.056169692692194531e+03	3.887638430621967700e+02	1.259728428992700202e+02	6.407095809322952107e+01	4.331463445926169697e+01	3.345371801046136540e+01	2.798098791862948787e+01	2.509445544117507865e+01	2.400992247192739271e+01	2.432694002209174045e+01	2.149046682953407483e+01	2.067289258433256194e+01	2.032250582077135093e+01	2.032250491493806166e+01	2.042261819634330777e+01	2.042261540134504827e+01	2.060615264340651009e+01	2.087311605967093087e+01	2.137367107262905463e+01	2.157389345756099885e+01	2.165731882593072655e+01	2.197433592400300384e+01	2.230803911579856802e+01	2.184085571249653768e+01	2.217455555687639546e+01	2.375964692628540575e+01	2.384307145122392058e+01	2.452715979790295719e+01	2.429356682679665624e+01	2.566175271623395204e+01	2.612893437824047993e+01	2.686308361134812372e+01	2.707998918697533597e+01	2.768065477355896675e+01	2.821457348393467512e+01	2.879855668033730254e+01	2.938253789173190356e+01	3.021679540969212496e+01	3.080077304067898325e+01	3.138475776590217947e+01	3.215227261790497693e+01	3.293647751568058624e+01	3.423791534312620399e+01	3.445482034173968344e+01	3.432134024567115205e+01	3.619007922561731050e+01	3.737472034025196876e+01	3.787527931848061513e+01	3.939362427416301671e+01	4.059495908551196663e+01	4.191308344745634429e+01	4.209661717743092879e+01	4.531684908504823994e+01	4.760271691547362849e+01	5.055599162471474273e+01	5.472726918933578588e+01	6.090078069430993679e+01	6.957705424607425471e+01	9.326995680223475915e+01	1.675188472676703668e+02
9.988059587833038322e-02	1.054964383130468150e+03	3.883201928374656973e+02	1.258290742810485625e+02	6.399783097949089239e+01	4.326520302720754074e+01	3.341553478876554095e+01	2.794905250897042492e+01	2.506581600508693342e+01	2.398252018815928821e+01	2.429917731901037570e+01	2.146593877231019576e+01	2.064930062004107114e+01	2.029931372001631118e+01	2.029931303062455683e+01	2.039930934591392742e+01	2.039931028403931279e+01	2.058263685407233368e+01	2.084929391717420799e+01	2.134927909666954804e+01	2.154926708856577733e+01	2.163260170812737471e+01	2.194925702923840660e+01	2.228257912779964300e+01	2.181593031620458945e+01	2.214925007194206330e+01	2.373252827220026617e+01	2.381586017171731839e+01	2.449916807830272703e+01	2.426584451411643784e+01	2.563246228013527173e+01	2.609911631604189353e+01	2.683242680135538194e+01	2.704908168490853626e+01	2.764906512499786828e+01	2.818237897619674825e+01	2.876568902991065713e+01	2.934900702602859823e+01	3.018230681474165067e+01	3.076562616211397483e+01	3.134893551694146296e+01	3.211557732787137098e+01	3.289888397744758208e+01	3.419884399936940156e+01	3.441550298950251374e+01	3.428217687608150044e+01	3.614877614978883713e+01	3.733206806642498776e+01	3.783205081380986456e+01	3.934866965548032169e+01	4.054862547251792648e+01	4.186524671379744689e+01	4.204857749613953644e+01	4.526513067212899699e+01	4.754838803454961038e+01	5.049829299172348840e+01	5.466481242977528154e+01	6.083127542845899427e+01	6.949764294266815057e+01	9.316350830470143762e+01	1.673276716830218334e+02
1.997611917566607664e-01	1.053632253271997115e+03	3.878298973222983363e+02	1.256702045554021510e+02	6.391702871142928899e+01	4.321057578054615789e+01	3.337334790175204802e+01	2.791376765182142350e+01	2.503416969049275664e+01	2.395223930315144045e+01	2.426849946849413442e+01	2.143883829232307647e+01	2.062323028080400178e+01	2.027368436820287201e+01	2.027368370509016415e+01	2.037355513505066895e+01	2.037355394889524263e+01	2.055664768342599658e+01	2.082297039493196067e+01	2.132232174432379423e+01	2.152206209069153431e+01	2.160528636603547525e+01	2.192154417788511722e+01	2.225444174458312574e+01	2.178838361781285116e+01	2.212128589825318059e+01	2.370256616353890777e+01	2.378579009385477505e+01	2.446823909991997326e+01	2.423520966929943299e+01	2.560010294024522892e+01	2.606616617791000579e+01	2.679854732172331921e+01	2.701493135408906809e+01	2.761415506379000107e+01	2.814679651939034244e+01	2.872937696437712063e+01	2.931195181682503659e+01	3.014420879347436610e+01	3.072678199650206210e+01	3.130935979978149675e+01	3.207503139368686362e+01	3.285734827640918354e+01	3.415566276175346871e+01	3.437204948725641884e+01	3.423888883928847804e+01	3.610313809449944245e+01	3.728493544574484986e+01	3.778428633624759669e+01	3.929898628513079473e+01	4.049742936717880326e+01	4.181239220530354572e+01	4.199548419500314367e+01	4.520798221535796557e+01	4.748835860703999856e+01	5.043453301806372480e+01	5.459579725069113465e+01	6.075447207771928504e+01	6.940990040905377612e+01	9.304589031608458072e+01	1.671163912904474103e+02
2.996417876349911635e-01	1.052175931346173002e+03	3.872938294688166252e+02	1.254965012041127466e+02	6.382868473087179240e+01	4.315085125001699140e+01	3.332721542682809712e+01	2.787518338795638684e+01	2.499956654295806757e+01	2.391913579005666435e+01	2.423495191932619974e+01	2.140920511496684853e+01	2.059472488555254799e+01	2.024566189357507895e+01	2.024566133624404074e+01	2.034539293046512753e+01	2.034539337943880000e+01	2.052823683501744867e+01	2.079418828456953960e+01	2.129284860501924825e+01	2.149231438807573724e+01	2.157542231332520544e+01	2.189124543346494889e+01	2.222368395605647251e+01	2.175826562783530704e+01	2.209070902204278752e+01	2.366980290567648382e+01	2.375291645953419106e+01	2.443441982559237857e+01	2.420170855869958615e+01	2.556471464483890088e+01	2.603013433544426647e+01	2.676150463144017877e+01	2.697759401360463727e+01	2.757598834800380061e+01	2.810789177180052079e+01	2.868966040839251264e+01	2.927143707102752757e+01	3.010253716228586285e+01	3.068431257886087238e+01	3.126608003336740538e+01	3.203069580230035740e+01	3.281193060240478587e+01	3.410845460179737643e+01	3.432453936554879448e+01	3.419156240640585764e+01	3.605322742740857933e+01	3.723339956495968295e+01	3.773206205480536823e+01	3.924467331134969328e+01	4.044146070913171798e+01	4.175459897578964075e+01	4.193744212343113986e+01	4.514549417854457403e+01	4.742271742288154712e+01	5.036482521639744903e+01	5.452033205971406460e+01	6.067050201630178918e+01	6.931396808436804235e+01	9.291726974957809659e+01	1.668854216694016657e+02
3.995223835133215329e-01	1.050624382349431016e+03	3.867227400742675627e+02	1.253114436535128249e+02	6.373456394586094831e+01	4.308722163013276685e+01	3.327807180487141636e+01	2.783407868029621213e+01	2.496270309439677249e+01	2.388386496288151406e+01	2.419921523637967908e+01	2.137763351921467958e+01	2.056435550629672093e+01	2.021580739885033395e+01	2.021580628947226543e+01	2.031539261818057085e+01	2.031539201997203392e+01	2.049796377629483857e+01	2.076352466664400609e+01	2.126145086033577059e+01	2.146062162593600675e+01	2.154360605700105680e+01	2.185896180065973482e+01	2.219091384545095025e+01	2.172618125309193360e+01	2.205813411478458619e+01	2.363490162869117839e+01	2.371788635868257700e+01	2.439838781094606901e+01	2.416602225184819019e+01	2.552702117497641510e+01	2.599175153526539006e+01	2.672204316132134849e+01	2.693780997109945829e+01	2.753532258509320130e+01	2.806644328847001546e+01	2.864736013115217261e+01	2.922826892990659076e+01	3.005814821661222780e+01	3.063906367363890126e+01	3.121997601121310240e+01	3.198346441289165654e+01	3.276354678429763112e+01	3.405815759340524806e+01	3.427392341153235122e+01	3.414113810345905620e+01	3.600006806000781268e+01	3.717849386317804772e+01	3.767642239607562260e+01	3.918679552323771276e+01	4.038181753970539489e+01	4.169302141570106102e+01	4.187560018952189012e+01	4.507892659470977748e+01	4.735278539095209993e+01	5.029056197332979394e+01	5.443994477002533472e+01	6.058103188979237785e+01	6.921174790422698209e+01	9.278026288960215595e+01	1.666393065238941631e+02
4.994029793916519022e-01	1.048999504354619376e+03	3.861246872384742232e+02	1.251176494854961163e+02	6.363599838781689044e+01	4.302058612272883664e+01	3.322660846169062410e+01	2.779103426569245272e+01	2.492409883510542201e+01	2.384692573499399515e+01	2.416179210650524212e+01	2.134457432928090626e+01	2.053255276471107393e+01	2.018454414976517697e+01	2.018454367099043623e+01	2.028397524612831759e+01	2.028397443044007531e+01	2.046626362961183787e+01	2.073141720005425270e+01	2.122857248126107521e+01	2.142743252088652994e+01	2.151029154725285153e+01	2.182516131720439034e+01	2.215659721861880627e+01	2.169258344504344294e+01	2.202402465951523070e+01	2.359834911670651181e+01	2.368120799064970683e+01	2.436065578558201139e+01	2.412864595503767617e+01	2.548753772205869694e+01	2.595155471273426073e+01	2.668071791221483480e+01	2.689615086478271522e+01	2.749274067264547128e+01	2.802304190542208318e+01	2.860305618505162073e+01	2.918307018735919911e+01	3.001166792377866344e+01	3.059168342800301943e+01	3.117169411700228920e+01	3.193400119023726802e+01	3.271288130104752412e+01	3.400548824273901971e+01	3.422092086060537497e+01	3.408834714003922528e+01	3.594439568974785004e+01	3.712100058814779402e+01	3.761815458802767154e+01	3.912619740907429389e+01	4.031936777287393880e+01	4.162854860212833330e+01	4.181083538217246343e+01	4.500921015628694732e+01	4.727955665790597095e+01	5.021277961194358141e+01	5.435575351346404460e+01	6.048734000124712651e+01	6.910471883514740910e+01	9.263677985229523415e+01	1.663816258931595371e+02
5.992835752699823271e-01	1.047305711443539622e+03	3.855011870238333813e+02	1.249156271817487323e+02	6.353324704433708092e+01	4.295112359236292576e+01	3.317295848136902237e+01	2.774615747013064748e+01	2.488385372467165979e+01	2.380842182300320076e+01	2.412277515773568837e+01	2.131011168147001200e+01	2.049939866125283316e+01	2.015195192642577027e+01	2.015195228817025708e+01	2.025122256045456126e+01	2.025122279445695739e+01	2.043321844115762786e+01	2.069794090894189154e+01	2.119429391461613932e+01	2.139283501809499910e+01	2.147555988995948795e+01	2.178991612307251557e+01	2.212082125843360103e+01	2.165755707542153630e+01	2.198846156198899848e+01	2.356024362330420274e+01	2.364297078641234506e+01	2.432131980974905616e+01	2.408969121397442947e+01	2.544638957011527935e+01	2.590965269057252840e+01	2.663763413871743424e+01	2.685272049098833236e+01	2.744834589671946645e+01	2.797779250364426673e+01	2.855686751001319479e+01	2.913595085299726151e+01	2.996320643097168457e+01	3.054228855042545021e+01	3.112135989469502917e+01	3.188243713900930842e+01	3.266006351102058858e+01	3.395057497347887931e+01	3.416566305949828575e+01	3.403329835933242720e+01	3.588635969362764655e+01	3.706105721166900935e+01	3.755741466578839294e+01	3.906301810033249211e+01	4.025426655581307500e+01	4.156133394599132203e+01	4.174332240237350078e+01	4.493654099829446125e+01	4.720321252002848667e+01	5.013169673946812566e+01	5.426797262112782505e+01	6.038967549801962065e+01	6.899313832704389426e+01	9.248720021009906134e+01	1.661129631217177689e+02
6.991641711483126409e-01	1.045552074301035418e+03	3.848556852645023696e+02	1.247064545487889120e+02	6.342685749591859690e+01	4.287919981747382536e+01	3.311741055943964795e+01	2.769969790633659557e+01	2.484218512639169774e+01	2.376855432921652067e+01	2.408238556835049238e+01	2.127442583828691980e+01	2.046507254806001441e+01	2.011820577406545851e+01	2.011820762538079777e+01	2.021730905700830405e+01	2.021731269068861536e+01	2.039900294804154512e+01	2.066327889992082234e+01	2.115880408277690705e+01	2.135701260609879526e+01	2.143960263339591066e+01	2.175343053346670885e+01	2.208377798285391336e+01	2.162129001244831272e+01	2.195163784833820841e+01	2.352079678343620373e+01	2.360338371930266987e+01	2.428059628156324479e+01	2.404935029411191749e+01	2.540378298309772376e+01	2.586626598710453706e+01	2.659302847418402393e+01	2.680776012593627300e+01	2.740238425734828809e+01	2.793094185465259827e+01	2.850905298729560755e+01	2.908715783198558569e+01	2.991303095117360300e+01	3.049114283852469143e+01	3.106925143415338297e+01	3.182905434945740808e+01	3.260536858917627967e+01	3.389372706392464352e+01	3.410845956253744760e+01	3.397631406604308779e+01	3.582626262672114592e+01	3.699899513102683102e+01	3.749452271818614690e+01	3.899760553230676408e+01	4.018686636245836752e+01	4.149173704600496393e+01	4.167342840161205686e+01	4.486128361687369193e+01	4.712417729104644337e+01	5.004775729945437490e+01	5.417711721945615011e+01	6.028855114477531174e+01	6.887760923172926653e+01	9.233233637053577070e+01	1.658348085159779259e+02
7.990447670266430658e-01	1.043750998910957605e+03	3.841927612763046795e+02	1.244916421327928617e+02	6.331760148745501482e+01	4.280533882010519875e+01	3.306036288206767182e+01	2.765198402730585414e+01	2.479939090586865547e+01	2.372761065298949035e+01	2.404090103044221394e+01	2.123777922420927666e+01	2.042981893328614262e+01	2.008355082532028746e+01	2.008354975824346766e+01	2.018248819178677067e+01	2.018248559666897179e+01	2.036386364467518106e+01	2.062768565702371859e+01	2.112235306702701720e+01	2.132022234520216841e+01	2.140266547925244112e+01	2.171595411725198943e+01	2.204573862022721542e+01	2.158404836982375485e+01	2.191382466941429641e+01	2.348027783727398798e+01	2.356271756202453105e+01	2.423876958181018892e+01	2.400792751221002774e+01	2.536001763777125007e+01	2.582170862638311348e+01	2.654722338860704767e+01	2.676158371114835077e+01	2.735518320932580849e+01	2.788282830743797192e+01	2.845994053610414554e+01	2.903705830896976536e+01	2.986150778036465425e+01	3.043861851413540620e+01	3.101573075657672263e+01	3.177422230151736215e+01	3.254920373224822328e+01	3.383534612150987186e+01	3.404970078575710346e+01	3.391778701395281814e+01	3.576455021939299428e+01	3.693527120282828946e+01	3.742993786045780524e+01	3.893043550015971022e+01	4.011763277967578034e+01	4.142026700345669354e+01	4.160164883357937526e+01	4.478401605542699571e+01	4.704300080247750770e+01	4.996154488318644837e+01	5.408378398602570769e+01	6.018469669428726121e+01	6.875896199900940076e+01	9.217327348696343847e+01	1.655491538095446629e+02
